svm,0,control,1,10,100,800,1024,1,412262,0.00050325,1,4,64,1511339845,4935250650,93827185,88448637
svm,5,coro-no-prefetch,2,10,100,800,1024,1,393229,0.000480016,0,4,64,1489054174,4997180646,108186581,70826371
svm,6,coro-prefetch,2,10,100,800,1024,1,486260,0.000593579,1,4,64,1842381232,5079579847,71393649,60886444
svm,0,control,1,10,100,800,1024,1,391667,0.000478109,1,4,64,1483152837,4935250649,107885901,71612375
svm,5,coro-no-prefetch,2,10,100,800,1024,1,392433,0.000479044,0,4,64,1486373885,4997179824,108571740,70224256
svm,6,coro-prefetch,2,10,100,800,1024,1,486759,0.000594188,1,4,64,1843123644,5079579848,71377950,60915034
svm,0,control,1,10,100,800,1024,1,390059,0.000476146,1,4,64,1477917845,4935250649,109900946,71591549
svm,5,coro-no-prefetch,2,10,100,800,1024,1,390106,0.000476204,0,4,64,1478008217,4997179822,112621006,70445337
svm,6,coro-prefetch,2,10,100,800,1024,1,486268,0.000593589,1,4,64,1842358033,5079579846,71420710,60890548
svm,0,control,1,10,100,800,1024,1,390615,0.000476825,1,4,64,1479627015,4935250649,109871115,71558407
svm,5,coro-no-prefetch,2,10,100,800,1024,1,390804,0.000477056,0,4,64,1480593560,4997179823,111324853,70305372
svm,6,coro-prefetch,2,10,100,800,1024,1,486399,0.000593749,1,4,64,1842834192,5079579847,71343844,60886241
svm,0,control,1,10,100,800,1024,1,389988,0.00047606,1,4,64,1477081682,4935250648,110080056,71564426
svm,5,coro-no-prefetch,2,10,100,800,1024,1,389868,0.000475913,0,4,64,1476802243,4997179822,112808756,70477457
svm,6,coro-prefetch,2,10,100,800,1024,1,486658,0.000594065,1,4,64,1842957882,5079579847,71366681,60902373
svm,0,control,1,10,100,800,1024,1,391225,0.00047757,1,4,64,1482328509,4935250649,108880116,71638323
svm,5,coro-no-prefetch,2,10,100,800,1024,1,391424,0.000477812,0,4,64,1483096933,4997179823,110903523,70302614
svm,6,coro-prefetch,2,10,100,800,1024,1,486481,0.000593849,1,4,64,1842943506,5079579848,71418701,60876950
svm,0,control,1,10,100,800,1024,1,390924,0.000477202,1,4,64,1480797133,4935250649,109211167,71620552
svm,5,coro-no-prefetch,2,10,100,800,1024,1,390848,0.000477109,0,4,64,1480802375,4997179822,111309289,70289994
svm,6,coro-prefetch,2,10,100,800,1024,1,486566,0.000593953,1,4,64,1842801413,5079579846,71462523,60863641
svm,0,control,1,10,100,800,1024,1,390235,0.000476361,1,4,64,1478482108,4935250649,109879575,71544701
svm,5,coro-no-prefetch,2,10,100,800,1024,1,390270,0.000476404,0,4,64,1477879551,4997179823,112592866,70431763
svm,6,coro-prefetch,2,10,100,800,1024,1,486575,0.000593964,1,4,64,1843027971,5079579847,71409869,60890989
svm,0,control,1,10,100,800,1024,1,391500,0.000477905,1,4,64,1483227572,4935250649,93341347,89270676
svm,5,coro-no-prefetch,2,10,100,800,1024,1,392028,0.00047855,0,4,64,1485297487,4997179823,109683622,70505211
svm,6,coro-prefetch,2,10,100,800,1024,1,486592,0.000593984,1,4,64,1843171944,5079579847,71341652,60901399
svm,0,control,1,10,100,800,1024,1,390099,0.000476195,1,4,64,1477773633,4935250648,109839365,71533784
svm,5,coro-no-prefetch,2,10,100,800,1024,1,389818,0.000475852,0,4,64,1476847108,4997179822,112789034,70484697
svm,6,coro-prefetch,2,10,100,800,1024,1,486711,0.00059413,1,4,64,1843239181,5079579847,71363110,60875303
