norm,0,control,1,10,100,200,400,2,45837,0.000572962,1,4,25,173287596,118249530,25983001,15969449
norm,5,coro-no-prefetch,4,10,100,200,400,2,47669,0.000595863,0,4,25,179695284,136486728,26395672,16132574
norm,6,coro-prefetch,4,10,100,200,400,2,49724,0.00062155,1,4,25,187989793,154884748,22806555,15161430
norm,0,control,1,10,100,200,400,2,45709,0.000571363,1,4,25,172760624,118249530,25902441,16048966
norm,5,coro-no-prefetch,4,10,100,200,400,2,47446,0.000593075,0,4,25,179305813,136484746,26341910,16125424
norm,6,coro-prefetch,4,10,100,200,400,2,49811,0.000622637,1,4,25,188190768,154884748,22813338,15203910
norm,0,control,1,10,100,200,400,2,45536,0.0005692,1,4,25,171968367,118249530,26051582,15900689
norm,5,coro-no-prefetch,4,10,100,200,400,2,46731,0.000584138,0,4,25,176628681,136484747,26373234,15957053
norm,6,coro-prefetch,4,10,100,200,400,2,49284,0.00061605,1,4,25,186204331,154884747,23092328,15241606
norm,0,control,1,10,100,200,400,2,45049,0.000563113,1,4,25,169954339,118249530,26266711,15678649
norm,5,coro-no-prefetch,4,10,100,200,400,2,46787,0.000584838,0,4,25,176700296,136484747,26329479,15980008
norm,6,coro-prefetch,4,10,100,200,400,2,49210,0.000615125,1,4,25,185790939,154884748,23112197,15242633
norm,0,control,1,10,100,200,400,2,44892,0.00056115,1,4,25,169650618,118249531,26161196,15670774
norm,5,coro-no-prefetch,4,10,100,200,400,2,46693,0.000583663,0,4,25,176495921,136484746,26293744,15990617
norm,6,coro-prefetch,4,10,100,200,400,2,49131,0.000614138,1,4,25,185756346,154884747,23162197,15239788
norm,0,control,1,10,100,200,400,2,44980,0.00056225,1,4,25,169854953,118249530,26161770,15705735
norm,5,coro-no-prefetch,4,10,100,200,400,2,46767,0.000584587,0,4,25,176727190,136484747,26330786,15991329
norm,6,coro-prefetch,4,10,100,200,400,2,49252,0.00061565,1,4,25,186081827,154884747,23170250,15229432
norm,0,control,1,10,100,200,400,2,44975,0.000562187,1,4,25,169978456,118249530,26165307,15690687
norm,5,coro-no-prefetch,4,10,100,200,400,2,46719,0.000583987,0,4,25,176595587,136484747,26366196,15970598
norm,6,coro-prefetch,4,10,100,200,400,2,49245,0.000615563,1,4,25,186171091,154884748,23223164,15206526
norm,0,control,1,10,100,200,400,2,44899,0.000561237,1,4,25,169691334,118249531,26220411,15677329
norm,5,coro-no-prefetch,4,10,100,200,400,2,46770,0.000584625,0,4,25,176780338,136484747,26292314,15970611
norm,6,coro-prefetch,4,10,100,200,400,2,49474,0.000618425,1,4,25,186518357,154884747,23000592,15316973
norm,0,control,1,10,100,200,400,2,44971,0.000562138,1,4,25,169966258,118249530,26144153,15695045
norm,5,coro-no-prefetch,4,10,100,200,400,2,46767,0.000584587,0,4,25,176788031,136484746,26303160,15967286
norm,6,coro-prefetch,4,10,100,200,400,2,49181,0.000614762,1,4,25,185950258,154884747,23070160,15266621
norm,0,control,1,10,100,200,400,2,45048,0.0005631,1,4,25,170135051,118249530,26105214,15704290
norm,5,coro-no-prefetch,4,10,100,200,400,2,46720,0.000584,0,4,25,176540044,136484747,26362178,15970206
norm,6,coro-prefetch,4,10,100,200,400,2,49340,0.00061675,1,4,25,186270954,154884747,23137438,15250864
